HS_Code,Description,Exemption_List,Scope_Limitation
7306.30.50,"Iron or nonalloy steel, welded, with circular cross section and external diameter of 406.4mm or less, pipes, tubes and hollow profiles, with wall thickness of 1.65 mm or more",both,Aircraft
7306.40.10,"Stainless steel, welded, with circular cross section and external diameter of 406.4mm or less, tubes, pipes and hollow profiles, with wall thickness of less than 1.65 mm",both,Aircraft
7306.40.50,"Stainless steel, welded, with circular cross section and external diameter of 406.4mm or less, tubes, pipes and hollow profiles, with wall thickness of 1.65 mm or more",both,Aircraft
7306.50.10,"Alloy steel (other than stainless), welded, with circular cross section and external diameter of 406.4mm or less, tubes, pipes and hollow profiles, with wall thickness of less than 1.65 mm",both,Aircraft
7306.50.30,"Alloy steel (other than stainless), welded, with circular cross section and external diameter 406.4mm or less, tapered pipes and tubes, with wall thickness of 1.65 mm or more, principally used as parts of illuminating articles",both,Aircraft
7306.50.50,"Alloy steel (other than stainless), welded, with circular cross section and external diameter of 406.4mm or less, tubes, pipes and hollow profiles, with wall thickness of 1.65 mm or more",both,Aircraft
7306.61.10,"Iron or nonalloy steel, welded, with square or rectangular cross section, tubes, pipes and hollow profiles, with wall thickness of 4 mm or more",both,Aircraft
7306.61.30,"Alloy steel, welded, with square or rectangular cross section, tubes, pipes and hollow profiles, with wall thickness of 4 mm or more",both,Aircraft
7306.61.50,"Iron or nonalloy steel, welded, with square or rectangular cross section, tubes, pipes and hollow profiles, with wall thickness of less than 4 mm",both,Aircraft
7306.61.70,"Alloy steel, welded, with square or rectangular cross section, tubes, pipes and hollow profiles, with wall thickness of less than 4 mm",both,Aircraft
7306.69.10,"Iron or nonalloy steel, welded, with other non- circular cross section, tubes, pipes and hollow profiles, with wall thickness of 4 mm or more",both,Aircraft
7306.69.30,"Alloy steel, welded, with other non-circular cross- section, tubes, pipes and hollow profiles, with wall thickness of 4 mm or more",both,Aircraft
7306.69.50,"Iron or nonalloy steel, welded, with other non- circular cross section, tubes, pipes and hollow profiles, with wall thickness of less than 4 mm",both,Aircraft
7306.69.70,"Alloy steel, welded, with other non-circular cross section, tubes, pipes and hollow profiles, with wall thickness of less than 4 mm",both,Aircraft
7312.10.05,"Stainless steel, stranded wire, not electrically insulated, fitted with fittings or made up into articles",both,Aircraft
7312.10.10,"Stainless steel, stranded wire, not electrically insulated, not fitted with fittings or made up into articles",both,Aircraft
7312.10.20,"Iron or steel (other than stainless), stranded wire, not electrically insulated, fitted with fittings or made up into articles",both,Aircraft
7312.10.30,"Iron or steel (other than stainless), stranded wire, not electrically insulated, not fitted with fittings or made up into articles",both,Aircraft
7312.10.50,"Stainless steel, ropes, cables and cordage (other than stranded wire), not electrically insulated, fitted with fittings or made up into articles",both,Aircraft
7312.10.60,"Stainless steel, ropes, cables and cordage (other than stranded wire), not electrically insulated, not fitted with fittings or made up into articles",both,Aircraft
7312.10.70,"Iron or steel (other than stainless), ropes, cables and cordage (other than stranded wire), not electrically insulated, fitted with fittings or made up into articles",both,Aircraft
7312.10.80,"Iron or steel (other than stainless), ropes, cables and cordage, of brass plated wire (other than stranded wire), not electrically insulated, without fittings or articles",both,Aircraft
7312.10.90,"Iron or steel (other than stainless), ropes, cables and cordage, other than of brass plate wire (other than stranded wire), not electrically insulated, without fittings or articles",both,Aircraft
7312.90.00,"Iron or steel (other than stainless), plaited bands, slings and the like, not electrically insulated",both,Aircraft
7322.90.00,"Iron or steel, non-electrically heated air heaters and hot air distributors with motor driven fan or blower and parts thereof",both,Aircraft
7324.10.00,"Stainless steel, sinks and wash basins",both,Aircraft
7324.90.00,"Iron or steel, sanitary ware (other than baths or stainless steel sinks and wash basins) and parts thereof",both,Aircraft
7326.20.00,"Iron or steel, articles of wire, nesoi",both,Aircraft
7401.00.00,Copper mattes; cement copper (precipitated copper),both,
7402.00.00,Unrefined copper; copper anodes for electrolytic refining,both,
7403.11.00,Refined copper cathodes and sections of cathodes,both,
7403.12.00,"Refined copper, wire bars",both,
7403.13.00,"Refined copper, billets",both,
7403.19.00,"Refined copper, unwrought articles nesoi",both,
7403.21.00,"Copper-zinc base alloys (brass), unwrought nesoi",both,
7403.22.00,"Copper-tin base alloys (bronze), unwrought nesoi",both,
7403.29.01,"Copper alloys (other than copper-zinc, copper-tin alloys), unwrought nesoi",both,
7404.00.30,Copper spent anodes; copper waste and scrap containing less than 94 percent by weight of copper,both,
7404.00.60,"Copper, waste and scrap containing 94 percent or more by weight of copper",both,
7405.00.10,"Copper master alloys, containing 5 percent or more but not more than 15 percent by weight of phosphorus",both,
7405.00.60,"Copper master alloys, not containing 5 percent or more but not more than 15 percent by weight of phosphorus",both,
7413.00.90,"Copper, stranded wire, cables, plaited bands and the like, not electrically insulated, fitted with fittings or made up into articles",both,Aircraft
7501.10.00,Nickel mattes,both,
7502.10.00,"Nickel (other than alloy), unwrought",both,
7502.20.00,"Nickel alloys, unwrought",both,
7503.00.00,"Nickel, waste and scrap",both,
7504.00.00,"Nickel, powders and flakes",both,
7508.90.50,"Nickel, articles of nesoi",both,
7602.00.00,"Aluminum, waste and scrap",new,
7608.10.00,"Aluminum (other than alloy), tubes and pipes",both,Aircraft
7608.20.00,"Aluminum alloy, tubes and pipes",both,Aircraft
7901.11.00,"Zinc (other than alloy), unwrought, containing 99.99 percent or more by weight of zinc",both,
7901.12.10,"Zinc (other than alloy), unwrought, casting-grade zinc, containing at least 97.5 percent but less than 99.99 percent by weight of zinc",both,
7901.12.50,"Zinc (other than alloy), unwrought, other than casting-grade zinc, containing at least 97.5 percent but less than 99.99 percent by weight of zinc",both,
7901.20.00,"Zinc alloy, unwrought",both,
7902.00.00,"Zinc, waste and scrap",both,
7903.90.30,"Zinc, powders",both,
7907.00.60,"Zinc, articles (other than for household, table or kitchen use), nesoi",both,
8001.10.00,"Tin (other than alloy), unwrought",both,
8001.20.00,"Tin alloy, unwrought",both,
8002.00.00,"Tin, waste and scrap",both,
8007.00.50,"Tin, articles nesoi",both,
8101.10.00,"Tungsten, powders",both,
8101.97.00,Tungsten waste and scrap,both,
8103.20.00,"Tantalum, unwrought (including bars and rods obtained simply by sintering); tantalum powders",both,
8103.30.00,Tantalum waste and scrap,both,
8103.91.00,"Tantalum, crucibles",both,
8103.99.00,"Tantalum, articles other than crucibles, nesoi",both,
8104.11.00,"Magnesium, unwrought, containing at least 99.8 percent by weight of magnesium",both,
8104.19.00,"Magnesium, unwrought, nesoi",both,
8104.20.00,"Magnesium, waste and scrap",both,
8104.30.00,"Magnesium, raspings, turnings and granules graded according to size; magnesium powders",both,
8104.90.00,"Magnesium, articles nesoi",both,
8105.20.30,"Cobalt alloys, unwrought",both,
8105.20.60,"Cobalt (other than alloys), unwrought",both,
8105.20.90,"Cobalt, mattes and other intermediate products of cobalt metallurgy; cobalt powders",both,
8105.30.00,Cobalt waste and scrap,both,
8105.90.00,"Cobalt, articles thereof nesoi",both,
8106.10.00,"Bismuth (including waste and scrap) and articles thereof, containing more than 99.99 percent of bismuth by weight",both,
8106.90.00,"Bismuth (including waste and scrap) and articles thereof, containing 99.99 percent of bismuth or less, nesoi",both,
8108.20.00,"Titanium, unwrought; titanium powders",both,
8108.30.00,Titanium waste and scrap,both,
8108.90.30,"Titanium, articles nesoi",both,
8108.90.60,"Wrought titanium, nesoi",both,
8110.10.00,"Antimony, unwrought; antimony powders",both,
8110.20.00,Antimony waste and scrap,both,
8110.90.00,"Articles of antimony, nesoi",both,
8111.00.47,Unwrought manganese flake containing at least 99.5 percent by weight of manganese,both,
8111.00.49,"Unwrought manganese, nesoi",both,
8112.21.00,"Chromium, unwrought; chromium powders",both,
8112.22.00,Chromium waste and scrap,both,
8112.29.00,"Articles of chromium, nesoi",both,
8112.41.10,"Rhenium, waste and scrap",both,
8112.41.50,"Rhenium, unwrought; rhenium powders",both,
8112.49.00,"Rhenium, articles, nesoi",both,
8112.59.00,"Articles of thallium, nesoi",both,
8112.92.10,"Gallium, unwrought; gallium powders",both,
8112.92.30,"Indium, unwrought; indium powders",both,
8112.92.40,"Niobium (columbium), unwrought; niobium powders",both,
8112.92.60,"Germanium, unwrought",both,
8112.92.65,"Germanium powder, wrought",both,
8112.99.10,Germanium nesoi and articles thereof,both,
8112.99.20,"Vanadium, nesoi, and articles thereof",new,
8112.99.91,"Articles of gallium, indium, or niobium, nesoi",both,
8302.10.60,"Iron or steel, aluminum, or zinc hinges and base metal parts thereof, not designed for motor vehicles",both,Aircraft
8302.10.90,Base metal (other than iron or steel or aluminum or zinc) hinges and base metal parts thereof,both,Aircraft
8302.20.00,Base metal castors and base metal parts thereof,both,Aircraft
8302.42.30,"Iron or steel, aluminum, or zinc mountings, fittings and similar articles, suitable for furniture, and base metal parts thereof",both,Aircraft
8302.42.60,"Base metal (other than iron or steel or aluminum or zinc) mountings, fittings and similar articles, suitable for furniture, and base metal parts thereof",both,Aircraft
8302.49.40,"Base metal harness, saddlery or riding-bridle hardware, not coated or plated with precious metal, and base metal parts thereof",both,Aircraft
8302.49.60,"Iron or steel, aluminum, or zinc, mountings, fittings and similar articles nesoi, and base metal parts thereof",both,Aircraft
8302.49.80,"Base metal (other than iron or steel or aluminum or zinc) mountings, fittings and similar articles nesoi, and base metal parts thereof",both,Aircraft
8302.60.30,Base metal automatic door closers,both,Aircraft
8307.10.30,"Iron or steel flexible tubing, with fittings",both,Aircraft
8307.90.30,"Base metal (other than iron or steel) flexible tubing, with fittings",both,Aircraft
8407.10.00,Spark-ignition reciprocating or rotary internal combustion piston engines for use in aircraft,both,Aircraft
8408.90.90,"Compression-ignition internal-combustion piston engines, for machinery or equipment, nesoi",both,Aircraft
8409.10.00,Parts for internal combustion aircraft engines,both,Aircraft
8411.11.40,Aircraft turbojets of a thrust not exceeding 25 kN,both,Aircraft
8411.11.80,"Turbojets of a thrust not exceeding 25 kN, other than aircraft",both,Aircraft
8411.12.40,Aircraft turbojets of a thrust exceeding 25 kN,both,Aircraft
8411.12.80,"Turbojets of a thrust exceeding 25 kN, other than aircraft",both,Aircraft
8411.21.40,"Aircraft turbopropellers of a power not exceeding 1,100 kW",both,Aircraft
8411.21.80,"Turbopropellers of a power not exceeding 1,100 kW, other than aircraft",both,Aircraft
8411.22.40,"Aircraft turbopropellers of a power exceeding 1,100 kW",both,Aircraft
8411.22.80,"Turbopropellers of a power exceeding 1,100 kW, other than aircraft",both,Aircraft
8411.81.40,"Aircraft gas turbines other than turbojets or turbopropellers, of a power not exceeding 5,000 kW",both,Aircraft
8411.82.40,"Aircraft gas turbines other than turbojets or turbopropellers, of a power exceeding 5,000 kW",both,Aircraft
8411.91.10,"Cast-iron parts of turbojets or turbopropellers, not advanced beyond cleaning, machined only for removal of fins, gates, sprues and risers, or to permit location in machinery",both,Aircraft
8411.91.90,Parts of turbojets or turbopropellers other than those of subheading 8411.91.10,both,Aircraft
