HS Code,Description,New or Existing,Applies To,Scope Limitation
6301.10.00,Electric blankets,New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6301.20.00,"Blankets (other than electric blankets) and traveling rugs, of wool or fine animal hair",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6301.30.00,"Blankets (other than electric blankets) and traveling rugs, of cotton",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6301.40.00,"Blankets (other than electric blankets) and traveling rugs, of synthetic fibers",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6301.90.00,"Blankets and traveling rugs, nesoi",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6302.10.00,"Bed linen, knitted or crocheted",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6302.21.30,"Bed linen, not knitted or crocheted, printed, of cotton, cont any embroidery, lace, braid, edging, trimming, piping or applique work, napped",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6302.21.50,"Bed linen, not knit or crocheted, printed, of cotton, cont any embroidery, lace, braid, edging, trimming, piping or applique work, n/napped",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6302.21.70,"Bed linen, not knit or crocheted, printed, of cotton, not cont any embroidery, lace,braid, edging, trimming, piping or applique work, napped",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6302.21.90,"Bed linen, not knit or croc, printed, of cotton, not cont any embroidery, lace, braid, edging, trimming, piping or applique work, not napped",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6302.22.10,"Bed linen, not knitted or crocheted, printed, of manmade fibers, containing embroidery, lace, braid, etc or applique work",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6302.22.20,"Bed linen, not knitted or crocheted, printed, of manmade fibers, nesoi",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6302.29.00,"Bed linen, not knitted or crocheted, printed, of textile materials nesoi",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6302.31.30,"Bed linen, not knit/croc, not printed, of cotton, cont any embroidery, lace, braid, edging, trimming, piping or applique work, napped",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6302.31.50,"Bed linen, not knit/croc, not printed, of cotton, cont any embroidery, lace, braid, edging, trimming, piping or applique work, not napped",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6302.31.70,"Bed linen, not knit/croc, not printed, of cotton, not cont any embroidery, lace, braid, edging, trimming, piping or applique work, napped",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6302.31.90,"Bed linen, not knit/croc, not printed, of cotton, not cont any embroidery, lace, braid, edging, trimming,piping or applique work, not napped",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6302.32.10,"Bed linen, not knitted or crocheted, not printed, of manmade fiber, containing embroidery, lace, braid, etc or applique work",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6302.32.20,"Bed linen, not knitted or crocheted, not printed, of manmade fibers, nesoi",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6302.39.00,"Bed linen, not knitted or crocheted, not printed, of textile materials nesoi",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6302.40.10,"Table linen, knitted or crocheted, of vegetable fiber (except of cotton)",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6302.40.20,"Table linen, knitted or crocheted, nesoi",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6302.51.10,"Damask tablecloths and napkins, not knitted or crocheted, of cotton",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6302.51.20,"Plain woven tablecloths and napkins, not knitted or crocheted, of cotton",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6302.51.30,"Tablecloths and napkins, other than plain woven or damask, not knitted or crocheted, of cotton",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6302.51.40,"Table linen, other than tablecloths and napkins, not knitted or crocheted, of cotton, nesoi",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6302.53.00,"Table linen of man-made fibers, not knitted or crocheted",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6302.59.10,"Tablecloths and napkins of flax, not knitted or crocheted",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6302.59.20,"Table linen of flax, other than tablecloths and napkins, not knitted or crocheted",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6302.59.30,"Table linen, of textile materials other than of cotton, flax or man-made fibers, not knitted or crocheted",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6302.60.00,"Toilet linen and kitchen linen, of terry toweling or similar terry fabrics, of cotton",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6302.91.00,"Toilet and kitchen linen, other than terry toweling or similar terry fabrics of cotton",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6302.93.10,"Toilet and kitchen linen, of manmade fibers, of pile or tufted construction",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6302.93.20,"Toilet and kitchen linen, of manmade fibers, nesoi",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6302.99.10,"Toilet and kitchen linen of textile materials nesoi, containing 85% or more by weight of silk or silk waste",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6302.99.15,Toilet and kitchen linen of flax,New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6302.99.20,"Toilet and kitchen linen of textile materials nesoi, containing less than 85% by weight of silk or silk waste",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6303.12.00,"Curtains (including drapes), interior blinds and valances of synthetic fibers, knitted or crocheted",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6303.19.11,"Curtains (including drapes), interior blinds and valances of cotton, knitted or crocheted",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6303.19.21,"Curtains (including drapes),interior blinds and valances of textile materials other than of cotton or synthetic fibers, knitted or crocheted",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6303.91.00,"Curtains (including drapes), interior blinds and valances of cotton, not knitted or crocheted",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6303.92.10,"Curtains/drapes, inter. blinds, etc. of syn fib, made up from fab of subh 5407.60.11/5407.60.21/5407.60.91, not knitted or crocheted",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6303.92.20,"Curtains (including drapes), interior blinds and valances, nesoi, of synthetic fibers, not knitted or crocheted",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6303.99.00,"Curtains (including drapes),interior blinds, valances of textile materials other than of cotton or of synthetic fibers,not knitted/crocheted",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6304.11.10,"Bedspreads of cotton, knitted or crocheted, excluding those of heading 9404",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6304.11.20,"Bedspreads of man-made fibers, knitted or crocheted, excluding those of heading 9404",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6304.11.30,"Bedspreads of textile materials other than of cotton or of man-made fibers, knitted or crocheted, excluding those of heading 9404",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6304.19.05,"Bedspreads, not knitted or crocheted, of cotton, containing any embroidery, lace, etc.",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6304.19.10,"Bedspreads, not knitted or crocheted, of cotton, nesoi",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6304.19.15,"Bedspreads, not knitted or crocheted, of manmade fibers, containing any embroidery, lace, etc.",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6304.19.20,"Bedspreads, not knitted or crocheted, of manmade fibers, nesoi",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6304.19.30,"Bedspreads, not knitted or crocheted, other than those of cotton or man-made fibers, excluding those of heading 9404",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6304.20.00,"Bed nets made from warp knit fabrics, impregneted or coated with chemicals specified in subheading note 1 to this chapter",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6304.91.01,"Furnishing articles, excluding those of heading 9404 and other than bedspreads and bed nets, knitted or crocheted",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6304.92.00,"Furnishing articles (excluding those of heading 9404 and other than bedspreads) not knitted or crocheted, of cotton",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6304.93.00,"Furnishing articles (excluding those of heading 9404 and other than bedspreads) not knitted or crocheted, of synthetic fibers",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6304.99.10,"Wall hangings, not knitted or crocheted, of wool or fine animal hair, the foregoing certified hand- loomed and folklore products",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6304.99.15,"Wall hangings, not knitted or crocheted, of wool or fine animal hair, nesoi",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6304.99.25,"Wall hangings of jute, excluding those of heading 9404",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6304.99.35,"Furnishing articles (excl. those of heading 9404 and other than bedspreads and jute wall hangings) of veg. fibers (excl. cotton), not k/c",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6304.99.40,"Certified hand-loomed and folklore pillow covers of wool or fine animal hair, not knitted or crocheted",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6304.99.60,"Furnishing articles (excluding those of heading 9404 and other than bedspreads) not knitted or crocheted, of textile materials, nesoi",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6305.10.00,"Sacks and bags of a kind used for the packing of goods, of jute or of other textile bast fibers of heading 5303",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6305.20.00,"Sacks and bags of a kind used for the packing of goods, of cotton",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6305.32.00,"Flexible intermed. bulk containers of a kind used for packing goods, of man-made textile materials",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6305.33.00,"Other sacks/bags for packing goods, of mm tex.mat.(not flex.intermed.bulk containers), of polyethylene or polypro. strip or the like",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6305.39.00,"Sacks and bags of a kind used for the packing of goods, of man-made textile materials, nesoi",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6305.90.00,"Sacks and bags of a kind used for the packing of goods, of textile materials, nesoi",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6306.12.00,"Tarpaulins, awnings and sunblinds, of synthetic fibers",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6306.19.11,"Tarpaulins, awnings and sunblinds, of cotton",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6306.19.21,"Tarpaulins, awnings and sunblinds, of textile materials other than of cotton or synthetic fibers",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6306.22.10,Backpacking tents of synthetic fibers,New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6306.22.90,"Tents other than backpacking tents, of synthetic fibers",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6306.29.11,Tents of cotton,New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6306.29.21,Tents of textile materials other than of cotton or synthetic fibers,New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6306.30.00,Sails of textile materials,New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6306.40.41,Pneumatic mattresses of cotton,New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6306.40.49,Pneumatic mattresses of textile materials other than of cotton,New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6306.90.10,"Camping goods, nesoi, of cotton",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6306.90.50,"Camping goods, nesoi, of textile materials other than of cotton",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6307.10.10,"Dustcloths, mop cloths and polishing cloths, of cotton",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6307.10.20,"Floor cloths, dishcloths and similar cleaning cloths of textile materials (except dustcloths, mops cloths and polishing cloths of cotton)",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6307.20.00,Lifejackets and lifebelts of textile materials,New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6307.90.30,Made-up labels of textile materials,New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6307.90.40,Cords and tassels of textile materials,New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6307.90.50,"Corset lacings, footwear lacings or similar lacings of textile materials",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6307.90.60,Surgical drapes of fabric formed on a base of paper or covered or lined with paper,New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6307.90.68,Surgical drapes of spunlaced or bonded fiber fabric disposable surgical drapes of man-made fibers,New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6307.90.72,"Surgical drapes, nesoi, not spunlaced or bonded fiber fabric",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6307.90.75,"Toys for pets, of textile materials",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6307.90.85,"Wall banners, of man-made fibers",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6307.90.89,"Surgical towels; cotton towels of pile/tufted const.; pillow shells, of cotton; shells for quilts etc., and similar articles of cotton",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6307.90.98,"National flags and other made-up articles of textile materials, nesoi",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
6308.00.00,"Needlecraft sets for making up into rugs, etc., consist of woven fabric and yarn, whether/not w/accessories, put up packings for retail sale",New,"CAFTA-DR textiles & apparel (Jordan, El Salvador, or Guatemala)",
